"itemid","name","image","description","price","stock","module","info1","info2","info3","info4","input_needed","can_use_item","delete_after_use","catid","status","itemlimit"
"427","Moneda Brillante","migrated/Objetos____Premios_Misiones____Moneda_Brillante.png","Una exótica pieza de gran valor coleccionable. ¡Muerdela para comprobar su originalidad!","0","0","0","0","0","0","0","0","0","0","15","0","0"
"428","Obscurus","migrated/Objetos____Premios_Misiones____Obscurus.png","Energía oscura reprimida de un niño mágico. Cuidado, que esta energía convierte una entidad incorpórea y amorfa que produce una furia violenta destruyendo todo a su paso.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"429","Patas de Snallygaster","migrated/Objetos____Premios_Misiones____Patas_de_Snallygaster.png","¿Es un dragón? ¿Es un reptil? ¿O un ave? Aquí tienes un par de patas de Snallygaster como premio.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"430","Pezuña de Graphorn","migrated/Objetos____Premios_Misiones____Pezua_de_Graphorn.png","Contiene un poco del ADN de la criatura por lo que es muy resistente a la magia.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"431","Placa de Azkaban","migrated/Objetos____Premios_Misiones____Placa_de_Azkaban.png","Placa que perteneció a un prisionero de Azkaban, ¿Estará vivo el anterior dueño?","0","0","0","0","0","0","0","0","0","0","15","0","0"
"432","Pluma de Hipogrifo","migrated/Objetos____Premios_Misiones____Pluma_de_Hipogrifo.png","Una exótica pluma, puedes conservarla tal cual, o convertirla en una bella herramienta para escribir.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"433","Pluma de Thunderbird","migrated/Objetos____Premios_Misiones____Pluma_de_Thunderbird.png","Pluma brillante y difícil de conseguir. Los fabricantes las usan como núcleo para varitas muy poderosas.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"434","Poción de Acónito","migrated/Objetos____Premios_Misiones____Pocion_de_Aconito.png","Una poción verdaderamente fuerte. Venenosa y muy tóxica, pero en las medidas justas, se puede utilizar para otros preparados.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"435","Tablón de Madera","migrated/Objetos____Premios_Misiones____Tablon_de_Madera.png","Una tabla tallada por los Troles de las Montañas. Una auténtica pieza de arte.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"436","Tentáculo de Murtlap","migrated/Objetos____Premios_Misiones____Tentaculo_de_Murtlap.png","Al igual que su esencia, se utiliza para tratar heridas cortantes en situaciones complejas.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"437","Tentáculo de Lethifold","migrated/Objetos____Premios_Misiones____Tentaculo_de_Lethifold.png","Un tentáculo utilizado para pociones de magia oscura cuya venta en el mercado está prohibida.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"438","Veneno de Acromántula","migrated/Objetos____Premios_Misiones____Veneno_de_Acromantula.png","Altamente peligroso, ten cuidado cuando manipulas este espeso líquido con el que antiguos asesinos envenenaban sus dagas.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"439","Zumo de Horklump","migrated/Objetos____Premios_Misiones____Zumo_de_Horklump.png","Una bebida nutritiva, que posee propiedades curativas. Se dice que su sabor es mucho mejor comparado a sus caricias.","0","0","0","0","0","0","0","0","0","0","15","0","0"
"440","Agua del río Lethe","migrated/Objetos____Premios_Expediciones____Agua_del_rio_Lethe.png","Agua embotellada del Río Lethe. Posee propiedades para olvidar cosas si se bebe.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"441","Corazón de dragón","migrated/Objetos____Premios_Expediciones____Corazon_de_dragon.png","Enorme corazón entero de dragón adulto recién cazado. Un bello trofeo para los valientes","0","0","0","0","0","0","0","0","0","0","16","0","0"
"442","Eléboro","migrated/Objetos____Premios_Expediciones____Eleboro.png","Un pequeño racimo de Eléboro, ideal para la elaboración de pociones y brebajes.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"443","Hierba de plata","migrated/Objetos____Premios_Expediciones____Hierba_de_plata.png","Extraño ejemplar de hierba plateada. Se rumorea que la buscan por su valor en galeones. Otros dicen que posee ese color por haber sido bañada por la luz de la luna.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"444","Melaza de Glumbumble","migrated/Objetos____Premios_Expediciones____Melaza_de_Glumbumble.png","Melaza producida por un Glumbumble que produce melancolía al beberla.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"445","Ojo de pez globo","migrated/Objetos____Premios_Expediciones____Ojo_de_pez_globo.png","Viscoso ojo de pez globo con un fuerte aroma a pescado fuera de agua. Se debe conservar en líquido o se pudre con facilidad.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"446","Polvo de cuerno de erumpent","migrated/Objetos____Premios_Expediciones____Polvo_de_cuerno_de_erumpent.png","Frasco con polvo de cuerno de erumpent. Ya no posee sus propiedades para explotar.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"447","Sangre de Billywig","migrated/Objetos____Premios_Expediciones____Sangre_de_Billywig.png","Espesa sangre roja de Billywig. Si tiene contacto con alguna herida puede poner a flotar a la persona.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"448","Sangre de dragón","migrated/Objetos____Premios_Expediciones____Sangre_de_dragon.png","Frasco de sangre de ejemplar de dragón. Altamente concentrada y con una temperatura elevada. No manipular sin guantes o podría sufrir severas quemaduras.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"449","Sangre de unicornio","migrated/Objetos____Premios_Expediciones____Sangre_de_unicornio.png","Sustancia espesa y plateada que mantiene vivo al bebedor a costa de una vida maldita.","650","999","0","0","0","0","0","0","0","0","16","0","0"
"450","Semilla de fuego","migrated/Objetos____Premios_Expediciones____Semilla_de_fuego.png","Ejemplar que proviene de un arbusto de fuego. Se utiliza para la elaboración de pociones y la incubación de huevos de dragón.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"451","Semilla lunar","migrated/Objetos____Premios_Expediciones____Semilla_lunar.png","Semillas de la planta lunar, que recuerda a la forma de una luna creciente. Todas las partes de esta planta son conocidas por ser venenosas","0","0","0","0","0","0","0","0","0","0","16","0","0"
"452","Trozo de cuarzo","migrated/Objetos____Premios_Expediciones____Trozo_de_cuarzo.png","Pequeño trozo de cuarzo utilizado para la elaboración de joyas y la adivinación.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"453","Trozo de piedra","migrated/Objetos____Premios_Expediciones____Trozo_de_piedra.png","Trozo de piedra gruesa y rugosa con relieves y pequeños brillos de otros minerales en su composicion.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"454","Veneno de acromántula","migrated/Objetos____Premios_Expediciones____Veneno_de_acromantula.png","Veneno de acromántulaes un fluido de alto valor, que es secretado desde las pinzas de una acromántula. Debido a la rareza del veneno, puede alcanzar hasta cien galeones por medio litro en el mercado negro.","0","0","0","0","0","0","0","0","0","0","16","0","0"
"455","Banda elástica","migrated/Objetos____Premios_Nimbus____Banda_elastica.png","Trozo de plástico que tiene una gran capacidad de extensión.","0","0","0","0","0","0","0","0","0","0","17","0","0"
"456","Mapamundi","migrated/Objetos____Premios_Nimbus____Mapamundi.png","Representación gráfica de la tierra en un plano donde se muestra el globo terrestre dividido en dos hemisferios.","0","0","0","0","0","0","0","0","0","0","17","0","0"
"457","Mechero","migrated/Objetos____Premios_Nimbus____Mechero.png","Encendedor que desprende una pequeña llama.","0","0","0","0","0","0","0","0","0","0","17","0","0"
"458","Pergamino","migrated/Objetos____Premios_Nimbus____Pergamino.png","Papel de procedencia animal, raída y estirada, que es utilizada para escribir.","0","0","0","0","0","0","0","0","0","0","17","0","0"
"459","Tela roja","migrated/Objetos____Premios_Nimbus____Tela_roja.png","Lámina de hilos rojos que suele ser utilizada para tejer.","0","0","0","0","0","0","0","0","0","0","17","0","0"
"460","Tiza blanca","migrated/Objetos____Premios_Nimbus____Tiza_blanca.png","Arcilla cerosa de color blanco que suele utilizarse para escribir sobre encerados.","0","0","0","0","0","0","0","0","0","0","17","0","0"
"461","Antídoto para filtro de amor","migrated/Objetos____Premios_Situaciones____Antidoto_para_filtro_de_amor.png","Antídoto para todas esas pociones que causan que el bebedor se enganche u obsesione con la persona que se las dio.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"462","Antídoto para la Viruela de Dragón","migrated/Objetos____Premios_Situaciones____Antidoto_para_la_Viruela_de_Dragon.png","Antídoto para la enfermedad potencialmente contagiosa que afecta a magos y brujas. Torna la piel de color verde junto con sarpullido entre los dedos de los pies y chispas que salen de las fosas nasales al estornudar.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"463","Ataúd","migrated/Objetos____Premios_Situaciones____Ataud.png","Caja de madera, del tamaño de un humano, perfecta para descansar toda la eternidad.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"464","Botas antigravitatorias","migrated/Objetos____Premios_Situaciones____Botas_antigravitatorias.png","Con estas botas la gravedad queda burlada, nada de atracción entre los objetos.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"465","Cadenas de plata","migrated/Objetos____Premios_Situaciones____Cadenas_de_plata.png","&amp; nbsp;Cadenas que poseen una gran durabilidad y son capaces de modificar su longitud o grosor, lo que le permite al dueño extenderlas o cambiar su tamaño.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"466","Caja Mágica","migrated/Objetos____Premios_Situaciones____Caja_Magica.png","Artefacto con la capacidad de guardar un objeto, este solo puede ser abierto resolviendo el acertijo.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"467","Capa desilusionadora","migrated/Objetos____Premios_Situaciones____Capa_desilusionadora.png","Prenda de ropa que consigue hacer pasar desapercibido a su portador ante la vista de otros a menos que le presten atención, además que no lo hace invisible.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"468","Chaleco antibalas","migrated/Objetos____Premios_Situaciones____Chaleco_antibalas.png","Prenda protectora que absorbe el impacto de balas disparadas al pecho o esquirlas de explosivos.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"469","Colmillo de serpiente","migrated/Objetos____Premios_Situaciones____Colmillo_de_serpiente.png","Colmillo extremadamente raro y difícil de coleccionar, contiene el veneno de una serpiente.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"470","Copa Ornamental","migrated/Objetos____Premios_Situaciones____Copa_Ornamental.png","Un adorno perfecto de decoración para embellecer la casa de un mago.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"471","Cubeta Mágica","migrated/Objetos____Premios_Situaciones____Cubeta_Magica.png","Utensilio mágico que parece no tener fondo.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"472","Cuchillo con filo dorado","migrated/Objetos____Premios_Situaciones____Cuchillo_con_filo_dorado.png","Tiene el tamaño de un cuchillo normal pero está muy afilado.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"473","Dragon chino en miniatura","migrated/Objetos____Premios_Situaciones____Dragon_chino_en_miniatura.png","Sourvenir dorado del dragón chino de tamaño pequeño.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"474","Duendecillo de Cornualles","migrated/Objetos____Premios_Situaciones____Duendecillo_de_Cornualles.png","Pequeñas criaturas mágicas de color azul, con alas traviesas y amantes de los trucos y bromas.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"475","Espejo de mano","migrated/Objetos____Premios_Situaciones____Espejo_de_mano.png","Muestra el reflejo del mago o bruja","0","0","0","0","0","0","0","0","0","0","18","0","0"
"476","Espinas de rosa","migrated/Objetos____Premios_Situaciones____Espinas_de_rosa.png","Espinas con poderosas propiedades mágicas, funcionan como ingrediente en pociones que curan corazones rotos.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"477","Esposas mágicas","migrated/Objetos____Premios_Situaciones____Esposas_magicas.png","Grilletes compuesto por metal de duende que solo pueden abrirse mediante su pareja de llaves o un encantamiento muy poderoso.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"478","Filtro alihotsy","migrated/Objetos____Premios_Situaciones____Filtro_alihotsy.png","Poción que induce histeria al tomarla o respirar sus humos.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"479","Flauta Mágica","migrated/Objetos____Premios_Situaciones____Flauta_Magica.png","Instrumento musical capaz de hipnotizar a cierto tipos de criaturas domésticas con su melodía.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"480","Flecha con pluma de faisán","migrated/Objetos____Premios_Situaciones____Flecha_con_pluma_de_faisan.png","Flecha que posee, justo detrás de la punta, un pequeño saco de cuero.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"481","Globo terráqueo","migrated/Objetos____Premios_Situaciones____Globo_terraqueo.png","Muestra los continentes y sus países a escala.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"482","Guante Desfibrilador","migrated/Objetos____Premios_Situaciones____Guante_Desfibrilador.png","Guante capaz de restablecer el ritmo cardiaco normal por una descarga eléctrica de alto voltaje","0","0","0","0","0","0","0","0","0","0","18","0","0"
"483","Guante Dieléctrico","migrated/Objetos____Premios_Situaciones____Guante_Dielectrico.png","Protección para las manos de una descarga eléctrica de media tensión, no se asegura lo mismo con las altas.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"484","Jarabe Medicinal","migrated/Objetos____Premios_Situaciones____Jarabe_Medicinal.png","Líquido medicinal utilizado para dolores estomacales.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"485","Lágrima Espectral","migrated/Objetos____Premios_Situaciones____Lagrima_Espectral.png","Un vial con contenido de las lágrimas de un fantasma o espectro, son capaces de atravesar las cosas.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"486","Megáfono mágico","migrated/Objetos____Premios_Situaciones____Megafono_magico.png","Artefacto que aumenta el tono de voz y puede llegar a modificarla a elección del propietario.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"487","Mini Jarvey","migrated/Objetos____Premios_Situaciones____Mini_Jarvey.png","Pequeña criatura de dientes afilados, capaz de hablar como un humano, es buen cazador de gnomos y vive bajo la tierra.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"488","Mocos de trol enfrascado","migrated/Objetos____Premios_Situaciones____Mocos_de_trol_enfrascado.png","Fluidos viscosos de la temible y enorme criatura.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"489","Muñeco Diabólico","migrated/Objetos____Premios_Situaciones____Mueco_Diabolico.png","Muñeco poseído con un ente maligno de aspecto desaliñado y descuidado, ideal para regalar al enemigo.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"490","Orejeras","migrated/Objetos____Premios_Situaciones____Orejeras.png","¡No sufras más con los gritos de las mandrágoras jóvenes! Cuida tus orejas y tímpanos.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"491","Pasamontañas","migrated/Objetos____Premios_Situaciones____Pasamontaas.png","Gorro que cubre la cabeza, dejando solamente los ojos y la nariz a la vista.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"492","Placebo de fármaco","migrated/Objetos____Premios_Situaciones____Placebo_de_farmaco.png","Sustancia sin acción farmacéutica que, a pesar de todo, puede causar beneficios en la salud del paciente.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"493","Polvo de cuerno de unicornio","migrated/Objetos____Premios_Situaciones____Polvo_de_cuerno_de_unicornio.png","Frasco con polvo de cuerno de unicornio molido. Conserva ciertas propiedades mágicas de la criatura a pesar de estar enfrascado.","300","999","0","0","0","0","0","0","0","0","18","0","0"
"494","Polvo de escama de dragón","migrated/Objetos____Premios_Situaciones____Polvo_de_escama_de_dragon.png","• Frasco con polvo de escama de dragón molido. Conserva ciertas propiedades mágicas de la criatura a pesar de estar enfrascado. Se debe manipular con guantes debido a su temperatura elevada.","300","999","0","0","0","0","0","0","0","0","18","0","0"
"495","Polvos Mágicos","migrated/Objetos____Premios_Situaciones____Polvos_Magicos.png","Polvos brillantes generados por las hadas de los bosques de Escocia.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"496","Pomada autoaplicable","migrated/Objetos____Premios_Situaciones____Pomada_autoaplicable.png","¿Ambas manos ocupadas? Esta pomada se aplicará por sí misma en el área afectada.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"497","Rompecabezas","migrated/Objetos____Premios_Situaciones____Rompecabezas.png","Juego de mesa perfecto para pasar el rato en soledad o compañía.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"498","Tierra del hogar del muerto","migrated/Objetos____Premios_Situaciones____Tierra_del_hogar_del_muerto.png","Frasco de tierra recién recolectada del hogar donde una persona haya muerto recientemente.","500","999","0","0","0","0","0","0","0","0","18","0","0"
"499","Tierra donde fue enterrada la persona","migrated/Objetos____Premios_Situaciones____Tierra_donde_fue_enterrada_la_persona.png","Frasco de tierra recién recolectada de donde una persona haya sido enterrada recientemente.","500","999","0","0","0","0","0","0","0","0","18","0","0"
"500","Tinta invisible","migrated/Objetos____Premios_Situaciones____Tinta_invisible.png","Tinta no visible al ojo humano, solo reaparece mediante la aplicación de calor sobre el material donde se escribió con ella. En cuanto se enfría, vuelve a desaparecer.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"501","Traje Antiexplosivos","migrated/Objetos____Premios_Situaciones____Traje_Antiexplosivos.png","Traje con la funcionalidad de evitar ser lanzado por algún explosivo, mantener distancia prudente.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"502","Vainas de snargaluff","migrated/Objetos____Premios_Situaciones____Vainas_de_snargaluff.png","Vainas de la peligrosa enredadera con espinas.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"503","Varita Mugrienta","migrated/Objetos____Premios_Situaciones____Varita_Mugrienta.png","Varita de madera que sufrió un mal destino.","0","0","0","0","0","0","0","0","0","0","18","0","0"
"504","Antorcha Eterna","migrated/Objetos____Minitramas____Antorcha_Eterna.png","La flama de esta antorcha siempre arderá cuando su propietario la tenga en sus manos y podrá iluminar hasta las más fuerte oscuridad, esta llama de <strong>fuego</strong>","0","0","0","0","0","0","0","0","0","0","19","0","0"
"505","Collar con triqueta celta","migrated/Objetos____Minitramas____Collar_con_triqueta_celta.png","Un hermoso collar que decorará tu cuello, simboliza la vida, la muerte y el renacimiento.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"506","Cristal Marino","migrated/Objetos____Minitramas____Cristal_Marino.png","Objeto preciado de la colonia de Sirenas Taínas con forma de concha marina, siempre tendrás <strong>agua</strong>","0","0","0","0","0","0","0","0","0","0","19","0","0"
"507","Mano de la Gloria","migrated/Objetos____Minitramas____Mano_de_la_Gloria.jpg","Una mano amputada cuyo dueño tuvo una <strong>muerte</strong>","0","0","0","0","0","0","0","0","0","0","19","0","0"
"508","Grimorio de Merlín","migrated/Objetos____Minitramas____Grimorio_de_Merlin.png","Una página del famoso grimorio de Merlín con anotaciones de la receta para el pastel de carne que le gustaba al Rey Arturo de niño.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"509","Orbe levitante","migrated/Objetos____Minitramas____Orbe_levitante.jpg","Este orbe puede levitar por sí mismo si el dueño lo toca, puede elevarse hasta 50 centímetros del piso y seguirá a su dueño hasta que lo desactive de la misma manera. Si el dueño sujeta el orbe con fuerza podrá levitar hasta 30 centímetros de suelo, siemp","0","0","0","0","0","0","0","0","0","0","19","0","0"
"510","Pluma del Augurey","migrated/Objetos____Minitramas____Pluma_del_Augurey.png","Restos de plumas que le pertenecieron al fiel ave acompañante de la difunta Delphini Riddle.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"511","Runa de protección","migrated/Objetos____Minitramas____Runa_de_proteccion.png","Pedazo de piedra rúnica grabada con las letras del alfabeto futhark. Creado en las profundidades de la <strong>tierra</strong>","0","0","0","0","0","0","0","0","0","0","19","0","0"
"512","TNT","migrated/Objetos____Minitramas____TNT.png","El trinitrotolueno, o comúnmente conocido como TNT, es un compuesto químico explosivo. Una versión de la Bombarda Explosiva para muggles.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"513","Brújula","migrated/Objetos____Minitramas____Brujula.png","Objeto metálico con una aguja imantada que apunta siempre al norte magnético terrestre. Utilizado por los exploradores muggles para ubicarse sin la necesidad de un mapa o ver las estrellas.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"514","Antídoto de M1W7T","migrated/Objetos____Minitramas____Antidoto_de_M1W7T.png","Antídoto creado por la comunidad mágica después de haber estudiado y analizado los efectos secundarios de la droga creada por Rowan M1W7T.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"515","Jarrón con sello mágico","migrated/Objetos____Minitramas____Jarron_con_sello_magico.png","Jarrón de arcilla antiguo con adornado con un sello mágico grabado en relieve en su material, que permite contener plagas mágicas y evitar que estas se liberen.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"516","Escamas de Hipocampo","migrated/Objetos____Minitramas____Escamas_de_Hipocampo.png","Escamas duras y coloridas de la criatura mágica proveniente de Grecia. Son utilizadas como ingredientes en pociones.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"517","Transformación en Neblina","migrated/Objetos____Minitramas____Transformacion_en_Neblina.png","Consiste en que el mago vuele por su propia voluntad en una densa niebla que le ayuda a transportarse a grandes distancias (hasta 500 m).","300","999","0","0","0","0","0","0","0","0","19","0","0"
"518","Mandala Protectora","migrated/Objetos____Minitramas____Mandala_Protectora.png","Círculo de madera tejido con diseño de mandala protector que se utiliza en la cultura Budista e Hinduista. Su diseño está hecho para proteger a las personas del peligro.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"519","Guantes mágicos","migrated/Objetos____Minitramas____Guantes_magicos.png","Par de guantes que permiten a quien los utiliza a trepar por las paredes como arácnido","0","0","0","0","0","0","0","0","0","0","19","0","0"
"520","Escudo mágico","migrated/Objetos____Minitramas____Escudo_magico.png","Artefacto que se puede usar para defenderse de hechizos básicos.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"521","Orbe del Recuerdo","migrated/Objetos____Minitramas____Orbe_del_Recuerdo.png","Esfera que recrea tu momento más feliz cuando lo tocas.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"522","Máscara Doctor Muerte","migrated/Objetos____Minitramas____Mascara_Doctor_Muerte.png","Máscara utilizada por los doctores en la época de la plaga para protegerse de contagiarse de peste.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"523","Traje de Bioseguridad","migrated/Objetos____Minitramas____Traje_de_Bioseguridad.png","Traje completo utilizado en los laboratorios para protegerse de riesgos biológicos y/o químicos.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"524","Vainilla de Viento","migrated/Objetos____Minitramas____Vainilla_de_Viento.png","Un hermoso ejemplar de vainilla de viento que decorará tu hogar. Posee gruesas vainas que florecen instantáneamente al entrar en contacto con algo sólido. Sus esporas sirven como ingrediente de antídotos para venenos.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"525","Planta con luminiscencia","migrated/Objetos____Minitramas____Planta_con_luminiscencia.png","Pequeño ejemplar de planta lumínica que brilla bajo el agua o en lugares oscuros.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"526","Cofre de Chakras","migrated/Objetos____Minitramas____Cofre_de_Chakras.png","Cofre lleno de piedras preciosas que ayudan a alinear los chakras.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"527","Esfera Miniatura Atlantis","migrated/Objetos____Minitramas____Esfera_Miniatura_Atlantis.png","Una especie de pequeño globo de cristal con un figura de lo que se cree que antiguamente fue la mítica ciudad perdida de Atlantis.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"528","Medallón del Árbol Yggdrasil","migrated/Objetos____Minitramas____Medallon_del_rbol_Yggdrasil.png","Figura de metal y madera tallada del árbol de la vida Yggdrasil, que conecta los nueve mundos según la mitología nordica.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"529","Manual de Supervivencia","migrated/Objetos____Minitramas____Manual_de_Supervivencia.png","Pequeño libro escrito por Angrei Irtzakov, un mago fanático de la supervivencia y el mundo post apocaliptico, con todas las técnicas más básicas y avanzadas sobre como sobrevivir al fin del mundo.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"530","Reconocimiento por ayuda comunitaria","migrated/Objetos____Minitramas____Reconocimiento_por_ayuda_comunitaria.png","Hermoso premio hecho con oro y cristal, con el nombre de cada uno. Otorgado por el Ministerio de la Magia por la ayuda a la comunidad mágica en momentos de crisis y ataques.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"531","Antídoto para la Rabia","migrated/Objetos____Minitramas____Antidoto_para_la_Rabia.png","Vial de antídoto creado para la plaga de ratas que asoló Londres. Posee los anticuerpos necesarios para luchar contra las mordidas de los roedores.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"532","Casco de Guerra","migrated/Objetos____Minitramas____Casco_de_Guerra.png","Réplica de casco de guerra utilizado por los soldados en los enfrentamientos mundiales entre países.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"533","Televisión Vintage","migrated/Objetos____Minitramas____Television_Vintage.png","Artefacto muggle retro, de estética similar al que se utilizaba en la época de los 70`s.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"534","Placebo de Pinky Eyes","migrated/Objetos____Minitramas____Placebo_de_Pinky_Eyes.png","Compuesto químico inerte utilizado para hacer creer a la gente que se se trataba de la nueva droga desarrollada en Costello, Pinky Eyes.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"535","Cruz de plata","migrated/Objetos____Minitramas____Cruz_de_plata.png","Hermoso ejemplar de cruz con estilo gótico, realizado en plata pura y engarzado con joyas.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"536","Libro de Misterio","migrated/Objetos____Minitramas____Libro_de_Misterio.png","Ejemplar de tapa dura y más de quinientas hojas firmado por su autor sobre una novela de Misterio.","0","0","0","0","0","0","0","0","0","0","19","0","0"
"537","Moneda parlante","migrated/Objetos____San_Duende____Moneda_parlante.png","Te permite conversar con el dueño de la moneda gemela, el ganador puede asignar la moneda a la persona indicada.","0","0","0","0","0","0","0","0","0","0","20","0","0"
"538","Pin Leprechaunte","migrated/Objetos____San_Duende____Pin_Leprechaunte.png","Al usar el pin te transformas en leprechaun durante una hora.","0","0","0","0","0","0","0","0","0","0","20","0","0"
"539","Tarro mágico de St. Patrick","migrated/Objetos____San_Duende____Tarro_magico_de_St_Patrick.png","Se llena completamente con la bebida preferida del dueño.","0","0","0","0","0","0","0","0","0","0","20","0","0"
"540","Accio","migrated/Hechizos____Hechizos_Basicos____Accio.png","Este encantamiento permite atraer un objeto a las manos del lanzador, incluso a una distancia significativa","150","999","0","0","0","0","0","0","0","0","21","0","0"
"541","Aer Calidus","migrated/Hechizos____Hechizos_Basicos____Aer_Calidus.png","Es un encantamiento que genera aire caliente de la varita del mago.","80","999","0","0","0","0","0","0","0","0","21","0","0"
"542","Alohomora","migrated/Hechizos____Hechizos_Basicos____Alohomora.png","Este encantamiento permite abrir y desbloquear cerraduras cerradas con llave.","0","0","0","0","0","0","0","0","0","0","21","0","0"
"543","Alohomora Duo","migrated/Hechizos____Hechizos_Basicos____Alohomora_Duo.png","Es el conjuro de una variación más fuerte del encantamiento de apertura. Sirve para el Fermaportus.","0","0","0","0","0","0","0","0","0","0","21","0","0"
"544","Animagus Revelio","migrated/Hechizos____Hechizos_Basicos____Animagus_Revelio.jpg","Dirigido hacia la criatura bajo sospecha, revela la forma original del animago con efecto inmediato. Creación <a href=""https://www.hogwartsrol.com/t36489-creacion-magica-animagus-revelio-morgan-fairchild-thomas-kinnaird"">aquí</a>","350","999","0","0","0","0","0","0","0","0","21","0","0"
"545","Anti-Aparición","migrated/Hechizos____Hechizos_Basicos____AntiAparicion.png","Impide la Aparición en un área determinada.","0","0","0","0","0","0","0","0","0","0","21","0","0"
"546","Aparecium","migrated/Hechizos____Hechizos_Basicos____Aparecium.png","Este encantamiento permite revelar mensajes ocultos con tinta invisible.","140","999","0","0","0","0","0","0","0","0","21","0","0"
"547","Appare Vestigium","migrated/Hechizos____Hechizos_Basicos____Appare_Vestigium.png","Es un hechizo que se utiliza para revelar el rastro mágico dejado por criaturas o personas en algún lugar. También, sirve para poder recrear sucesos del pasado.","0","0","0","0","0","0","0","0","0","0","21","0","0"
